English,Chinese,PartOfSpeech,type,Class,Semester,Unit,Page,VocabularyId,ConceptId,ContentKind,AudioText,AcceptedAnswers,QuizModes,ExampleSentence,ExampleChinese,ExampleStatus,BaseForm,PastTense,PastParticiple,FullForm,ShortForm,RelationType,RelatedTerms,SingularForm,PluralForm,ClozePrompt,ClozeAnswer,NeedsReview,ReviewNotes,SourceKind,SourceFile,SourceImage,OCRConfidence
watch,（短時間內）看護；照顧,verb,word,Class 11,First Semester,U2,p.11,,,word,watch,watch,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
fall over,翻倒,verb_phrase,phrase,Class 11,First Semester,U2,p.11,,,phrase,fall over,fall over,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
sweep,掃（地）,verb,irregular_verb,Class 11,First Semester,U2,p.11,,,verb_forms,sweep,sweep|swept|swept,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,sweep,swept,swept,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
foggy,有霧的,adjective,word,Class 12,First Semester,U2,p.13,,,word,foggy,foggy,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
pregnant,懷孕的,adjective,word,Class 12,First Semester,U2,p.13,,,word,pregnant,pregnant,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
jeans,牛仔褲,noun,word,Class 12,First Semester,U2,p.13,,,word,jeans,jeans,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
security,保全部門,noun,word,Class 12,First Semester,U2,p.13,,,word,security,security,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
university,大學,noun,word,Class 12,First Semester,U2,p.13,,,word,university,university,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
flight,班機,noun,word,Class 12,First Semester,U2,p.13,,,word,flight,flight,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
symphony,交響樂,noun,word,Class 12,First Semester,U2,p.13,,,word,symphony,symphony,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
airport,機場,noun,word,Class 12,First Semester,U2,p.13,,,word,airport,airport,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
accept,接受；認可入學,verb,word,Class 12,First Semester,U2,p.13,,,word,accept,accept,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
return,歸還,verb,word,Class 12,First Semester,U2,p.13,,,word,return,return,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
on time,準時,adverb,phrase,Class 12,First Semester,U2,p.13,,,phrase,on time,on time,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
woman,女人,noun,spelling_change,Class 12,First Semester,U2,p.13,,,spelling_change,woman,woman,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,woman,women,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
"helping V: do, does, did, will, can, should, could, would, may, might, must",助動詞；不造句,grammar,grammar_form,Class 12,First Semester,U2,p.13,,,grammar_pattern,"helping V: do, does, did, will, can, should, could, would, may, might, must","helping V: do, does, did, will, can, should, could, would, may, might, must",en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,文法模板或插槽,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
check,檢查,verb,word,Class 13,First Semester,U2,p.13,,,word,check,check,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
cancel,取消；刪除,verb,word,Class 13,First Semester,U2,p.13,,,word,cancel,cancel,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
luggage,行李,noun,word,Class 13,First Semester,U2,p.13,,,word,luggage,luggage,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
interview,面試,noun,word,Class 13,First Semester,U2,p.13,,,word,interview,interview,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
airline,航空公司,noun,word,Class 13,First Semester,U2,p.13,,,word,airline,airline,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
language,語言,noun,word,Class 13,First Semester,U2,p.13,,,word,language,language,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
class leader,班長,noun_phrase,phrase,Class 13,First Semester,U2,p.13,,,phrase,class leader,class leader,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
street vendor,攤販,noun_phrase,phrase,Class 13,First Semester,U2,p.13,,,phrase,street vendor,street vendor,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
born,出生,adjective,word,Class 13,First Semester,U2,p.13,,,word,born,born,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
pronounce,發音,verb,word,Class 13,First Semester,U2,p.13,,,word,pronounce,pronounce,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
how,如何,adverb,word,Class 13,First Semester,U2,p.13,,,word,how,how,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
choose,選擇,verb,irregular_verb,Class 13,First Semester,U2,p.14,,,verb_forms,choose,choose|chose|chosen,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,choose,chose,chosen,,,,,,,,,No,造 Vpp,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
show,展示,verb,irregular_verb,Class 13,First Semester,U2,p.14,,,verb_forms,show,show|showed|shown,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,show,showed,shown,,,,,,,,,No,造 Vpp,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
decide <to V>,決定,verb_phrase,phrase,Class 14,First Semester,U2,p.15,,,phrase,,decide <to V>,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
give a ride,搭便車,verb_phrase,phrase,Class 14,First Semester,U2,p.15,,,phrase,give a ride,give a ride,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
excellent,太棒了,adjective,word,Class 14,First Semester,U2,p.15,,,word,excellent,excellent,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
pleased,高興的,adjective,word,Class 14,First Semester,U2,p.15,,,word,pleased,pleased,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
weekly,每週的,adjective,word,Class 14,First Semester,U2,p.15,,,word,weekly,weekly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
on special,特價中,phrase,word,Class 14,First Semester,U2,p.15,,,word,on special,on special,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
section,區域,noun,word,Class 14,First Semester,U2,p.15,,,word,section,section,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
list,清單,noun,word,Class 14,First Semester,U2,p.15,,,word,list,list,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
canned food,罐頭食品,noun_phrase,phrase,Class 14,First Semester,U2,p.15,,,phrase,canned food,canned food,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
sweet corn,甜玉米,noun_phrase,phrase,Class 14,First Semester,U2,p.15,,,phrase,sweet corn,sweet corn,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205223.jpg,0.96
at least,至少,adverb,phrase,Class 15,First Semester,U2,p.15,,,phrase,at least,at least,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
sell out,售完,verb_phrase,phrase,Class 15,First Semester,U2,p.15,,,phrase,sell out,sell out,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
stand in line,排隊,verb_phrase,phrase,Class 15,First Semester,U2,p.15,,,phrase,stand in line,stand in line,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
whisper,低聲說；小聲說,verb,word,Class 15,First Semester,U2,p.15,,,word,whisper,whisper,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
coupon,折價券,noun,word,Class 15,First Semester,U2,p.15,,,word,coupon,coupon,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
shoplifter,從商店裡偷商品的小偷,noun,word,Class 15,First Semester,U2,p.15,,,word,shoplifter,shoplifter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
guard,守衛；警衛,noun,word,Class 15,First Semester,U2,p.15,,,word,guard,guard,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
gift voucher,禮券,noun_phrase,phrase,Class 15,First Semester,U2,p.15,,,phrase,gift voucher,gift voucher,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
free,免費的,adjective,word,Class 15,First Semester,U2,p.15,,,word,free,free,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
suddenly,突然地,adverb,word,Class 15,First Semester,U2,p.15,,,word,suddenly,suddenly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
shelf,架子,noun,spelling_change,Class 15,First Semester,U2,p.16,,,spelling_change,shelf,shelf,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,shelf,shelves,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
thief,偷東西的小偷,noun,spelling_change,Class 15,First Semester,U2,p.16,,,spelling_change,thief,thief,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,thief,thieves,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
dairy,牛奶的；奶製的；乳品的,adjective,word,Class 15,First Semester,U2,p.16,,,word,dairy,dairy,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
lovely,令人愉快的；極好的,adjective,word,Class 15,First Semester,U2,p.16,,,word,lovely,lovely,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
completely,完全地；全部地,adverb,word,Class 15,First Semester,U2,p.16,,,word,completely,completely,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
instead,代替地,adverb,word,Class 15,First Semester,U2,p.16,,,word,instead,instead,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
brand,品牌,noun,word,Class 15,First Semester,U2,p.16,,,word,brand,brand,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
radio,無線電收發機,noun,word,Class 15,First Semester,U2,p.16,,,word,radio,radio,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
cashier,收銀員,noun,word,Class 16,First Semester,U2,p.17,,,word,cashier,cashier,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
cart,手推車；手拉車,noun,word,Class 16,First Semester,U2,p.17,,,word,cart,cart,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
checkout,收銀台,noun,word,Class 16,First Semester,U2,p.17,,,word,checkout,checkout,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
experience,經驗,noun,word,Class 16,First Semester,U2,p.17,,,word,experience,experience,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
relief,寬慰；輕鬆；解脫,noun,word,Class 16,First Semester,U2,p.17,,,word,relief,relief,en_zh_choice|zh_en_choice|listening|spelling,"After he found his dog, he smiled with relief.",找到狗後，他寬慰地笑了。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
crowded,擁擠的,adjective,word,Class 16,First Semester,U2,p.17,,,word,crowded,crowded,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
at last,最終；終於,adverb,phrase,Class 16,First Semester,U2,p.17,,,phrase,at last,at last,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
push,推動,verb,word,Class 16,First Semester,U2,p.17,,,word,push,push,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
wave,揮手,verb,word,Class 16,First Semester,U2,p.17,,,word,wave,wave,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
hold,拿著,verb,irregular_verb,Class 16,First Semester,U2,p.17,,,verb_forms,hold,hold|held|held,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,hold,held,held,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205252.jpg,0.96
water pipe,水管,noun_phrase,phrase,Class 17,First Semester,U3,p.18,,,phrase,water pipe,water pipe,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
electrician,電工；電器技師,noun,word,Class 17,First Semester,U3,p.18,,,word,electrician,electrician,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
plumber,水管工人；鉛管工人,noun,word,Class 17,First Semester,U3,p.18,,,word,plumber,plumber,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
moment,時刻,noun,word,Class 17,First Semester,U3,p.18,,,word,moment,moment,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
builder,建築工人,noun,word,Class 17,First Semester,U3,p.18,,,word,builder,builder,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
painter,油漆工人,noun,word,Class 17,First Semester,U3,p.18,,,word,painter,painter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
roof,屋頂,noun,word,Class 17,First Semester,U3,p.18,,,word,roof,roof,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
carpenter,木匠,noun,word,Class 17,First Semester,U3,p.18,,,word,carpenter,carpenter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
wiring,線路,noun,word,Class 17,First Semester,U3,p.18,,,word,wiring,wiring,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
replace,更換,verb,word,Class 17,First Semester,U3,p.18,,,word,replace,replace,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
drop <Sth> off,把……放下,verb_phrase,phrase,Class 18,First Semester,U3,p.19,,,phrase,,drop <Sth> off,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
alter,改變；修改,verb,word,Class 18,First Semester,U3,p.19,,,word,alter,alter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
leave <Sth> with <Sb>,留（某物）給（某人）,verb_phrase,phrase,Class 18,First Semester,U3,p.19,,,phrase,,leave <Sth> with <Sb>,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
develop,沖洗（底片）,verb,word,Class 18,First Semester,U3,p.19,,,word,develop,develop,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
hang on,（電話中）等一下,verb_phrase,phrase,Class 18,First Semester,U3,p.19,,,phrase,hang on,hang on,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,口語；不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
pick <Sth> up,取回某物,verb_phrase,phrase,Class 18,First Semester,U3,p.19,,,phrase,,pick <Sth> up,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
order,訂購,verb,word,Class 18,First Semester,U3,p.19,,,word,order,order,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
absolutely,一點不錯；完全對,adverb,word,Class 18,First Semester,U3,p.19,,,word,absolutely,absolutely,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,口語對答；造對話,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
film,底片,noun,word,Class 18,First Semester,U3,p.19,,,word,film,film,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
business hours,營業時間,noun_phrase,phrase,Class 18,First Semester,U3,p.19,,,phrase,business hours,business hours,en_zh_choice|zh_en_choice|listening|spelling,Could you tell me your business hours?,請問你們的營業時間是幾點？,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
a roll of,一卷（卷狀物）,phrase,word,Class 18,First Semester,U3,p.19,,,word,a roll of,a roll of,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205304.jpg,0.96
police station,警察局,noun_phrase,phrase,Class 19,First Semester,U3,p.20,,,phrase,police station,police station,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
antique,古董,noun,word,Class 19,First Semester,U3,p.20,,,word,antique,antique,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
flood,洪水,noun,word,Class 19,First Semester,U3,p.20,,,word,flood,flood,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
century,世紀,noun,word,Class 19,First Semester,U3,p.20,,,word,century,century,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
wallet,皮夾,noun,word,Class 19,First Semester,U3,p.20,,,word,wallet,wallet,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
bridge,橋；橋樑,noun,word,Class 19,First Semester,U3,p.20,,,word,bridge,bridge,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
traffic jam,塞車,noun_phrase,phrase,Class 19,First Semester,U3,p.20,,,phrase,traffic jam,traffic jam,en_zh_choice|zh_en_choice|listening|spelling,There’s a traffic jam on Smith Road.,Smith 路上有塞車。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
awful,糟糕的,adjective,word,Class 19,First Semester,U3,p.20,,,word,awful,awful,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
wash away,沖走,verb_phrase,phrase,Class 19,First Semester,U3,p.20,,,phrase,wash away,wash away,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
try on,試穿,verb_phrase,phrase,Class 19,First Semester,U3,p.20,,,phrase,try on,try on,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
iron,（用熨斗）熨燙；熨平,verb,word,Class 19,First Semester,U3,p.20,,,word,iron,iron,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
collect,收集,verb,word,Class 19,First Semester,U3,p.20,,,word,collect,collect,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
annoy,使惱怒,verb,word,Class 19,First Semester,U3,p.20,,,word,annoy,annoy,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
catch,抓；趕上,verb,irregular_verb,Class 19,First Semester,U3,p.20,,,verb_forms,catch,catch|caught|caught,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,catch,caught,caught,,,,,,,,,No,造 Vpp,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
science fiction,科幻小說（或影片）,noun_phrase,phrase,Class 20,First Semester,U3,p.21,,,phrase,science fiction,science fiction,en_zh_choice|zh_en_choice|listening|spelling,I like science fiction movies more than action movies.,我喜歡科幻電影勝過動作電影。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
lemonade,檸檬水,noun,word,Class 20,First Semester,U3,p.21,,,word,lemonade,lemonade,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
chef,主廚,noun,word,Class 20,First Semester,U3,p.21,,,word,chef,chef,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
hair dryer,吹風機,noun_phrase,phrase,Class 20,First Semester,U3,p.21,,,phrase,hair dryer,hair dryer,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
V = volts,伏特,noun,contraction_phrase,Class 20,First Semester,U3,p.21,,,contraction,,V = volts,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,volts,V,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
