English,Chinese,PartOfSpeech,type,Class,Semester,Unit,Page,VocabularyId,ConceptId,ContentKind,AudioText,AcceptedAnswers,QuizModes,ExampleSentence,ExampleChinese,ExampleStatus,BaseForm,PastTense,PastParticiple,FullForm,ShortForm,RelationType,RelatedTerms,SingularForm,PluralForm,ClozePrompt,ClozeAnswer,NeedsReview,ReviewNotes,SourceKind,SourceFile,SourceImage,OCRConfidence
should <Vr>,應該去做某事（給建議）,modal,grammar_form,Class 3,First Semester,U1,p.4,way_to_go_11-c6b0739f8c38,concept-0a8c45a16c21,grammar_pattern,,,grammar_choice|grammar_cloze,You should review your words.,你應該複習單字。,draft,,,,,,,,,,You ________ review your words.,should,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
should not <Vr> = shouldn't <Vr>,不應該做某事（給建議）,modal,grammar_form,Class 3,First Semester,U1,p.4,way_to_go_11-af83e0b289ac,concept-5a592f5de923,grammar_pattern,,,grammar_choice|grammar_cloze,You shouldn't touch that.,你不應該碰那個。,draft,,,,,,,,,,You ________ touch that.,shouldn't,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
toothache,牙痛,noun,word,Class 3,First Semester,U1,p.4,way_to_go_11-cada56b325e2,concept-3c0839d1f8c1,word,toothache,toothache,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
broken,壞掉的,adjective,word,Class 3,First Semester,U1,p.4,way_to_go_11-53e1743a2bc4,concept-6e290ece0e8d,word,broken,broken,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
sweat → sweated → sweated,流汗,verb,word,Class 3,First Semester,U1,p.4,way_to_go_11-7fb4f0eb8a3e,concept-a4de12f2c796,word,sweat → sweated → sweated,sweat → sweated → sweated,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
take <sth> with <sb>,（某人）帶著（某東西）,verb_phrase,phrase,Class 3,First Semester,U1,p.4,way_to_go_11-9ef891dc47b4,concept-a47d45edde0b,phrase,,take <sth> with <sb>,en_zh_choice|grammar_cloze,,,missing,,,,,,,,,,,,Yes,包含代號，需補實際例句後才能使用發音與填空題,existing_csv,way_to_go_11_vocabulary_import.csv,,
should have <Vpp>,當時應該做，卻沒有做,grammar_form,grammar_form,Class 4,First Semester,U1,p.5,way_to_go_11-1f6d7ae2884d,concept-91066f852d2f,grammar_pattern,,,grammar_choice|grammar_cloze,You should have called me.,你當時應該打電話給我。,draft,,,,,,,,,,You ________ called me.,should have,Yes,文法模板需以實際例句設定填空題答案；中文解釋疑似應為『當時應該做，卻沒有做』；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
shouldn't have <Vpp>,當時不應該做，卻做了……,grammar_form,grammar_form,Class 4,First Semester,U1,p.5,way_to_go_11-ae89f3707faa,concept-c134a9c373f4,grammar_pattern,,,grammar_choice|grammar_cloze,I shouldn't have said that.,我當時不應該那樣說。,draft,,,,,,,,,,I ________ said that.,shouldn't have,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
hurt → hurt → hurt,使……受傷,verb,irregular_verb,Class 4,First Semester,U1,p.5,way_to_go_11-88925e3f25c2,concept-6534709677f7,verb_forms,hurt,hurt,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,hurt,hurt,hurt,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
pass,通過（考試）,verb,word,Class 4,First Semester,U1,p.5,way_to_go_11-84b0d23654b3,concept-86a0acc11acf,word,pass,pass,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
break down → broke → broken,（機器或車輛）故障,verb_phrase,irregular_verb,Class 4,First Semester,U1,p.5,way_to_go_11-811dde5ca412,concept-ca322603c23d,verb_forms,break down,break down,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,break down,broke,broken,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
exam,（入學）考試；測驗,noun,word,Class 4,First Semester,U1,p.5,way_to_go_11-bd40873b36b8,concept-83319692d25e,word,exam,exam,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
badly,嚴重地,adverb,word,Class 4,First Semester,U1,p.5,way_to_go_11-10caff79e8a4,concept-32f340bfc392,word,badly,badly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
matter,事關緊要；有重大影響,verb,word,Class 4,First Semester,U1,p.5,way_to_go_11-f3f60cc30544,concept-f80bb56fe1cc,word,matter,matter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
stand → stood → stood,站立,verb,irregular_verb,Class 7,First Semester,U1,p.7,way_to_go_11-a6bc4c0a7e03,concept-3946296b09d0,verb_forms,stand,stand,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,stand,stood,stood,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
worry → worried → worried,擔心；發愁,verb,word,Class 7,First Semester,U1,p.7,way_to_go_11-b7556b9c1a60,concept-448f64349433,word,worry → worried → worried,worry → worried → worried,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
begin → began → begun,開始,verb,irregular_verb,Class 7,First Semester,U1,p.7,way_to_go_11-c893b3e7a84b,concept-55870f2e6477,verb_forms,begin,begin,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,begin,began,begun,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
sit up straight → sat → sat,坐正；坐直,verb_phrase,irregular_verb,Class 7,First Semester,U1,p.8,way_to_go_11-9352c6fa59c5,concept-dec4ca7d039a,verb_forms,sit up straight,sit up straight,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,sit up straight,sat,sat,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
yell at = shout at,對……大喊大叫,verb_phrase,synonym_expression,Class 7,First Semester,U1,p.8,way_to_go_11-0d51f84e1506,concept-b87ec242ffdf,word_relation,yell at,yell at|shout at,equivalent_choice|accepted_answer,,,missing,,,,,,equivalent,yell at|shout at,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
shout to,對……呼喊,verb_phrase,phrase,Class 7,First Semester,U1,p.8,way_to_go_11-e25aafca4962,concept-029713dcaccc,phrase,shout to,shout to,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
chew,咀嚼,verb,word,Class 7,First Semester,U1,p.8,way_to_go_11-bc757120e818,concept-73d61e6a33c8,word,chew,chew,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
borrow,借來,verb,word,Class 7,First Semester,U1,p.8,way_to_go_11-21fb55b05b1b,concept-939b3043b7a7,word,borrow,borrow,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
at once,立刻；馬上,adverb_phrase,phrase,Class 7,First Semester,U1,p.8,way_to_go_11-794cc2407e84,concept-89e68b4fcff3,phrase,at once,at once,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
embarrassed,感到尷尬的,adjective,word,Class 7,First Semester,U1,p.8,way_to_go_11-a9cfe594423d,concept-640516b6db25,word,embarrassed,embarrassed,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
gum,口香糖,noun,word,Class 7,First Semester,U1,p.8,way_to_go_11-c3e51acb4640,concept-21da48b01479,word,gum,gum,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
parking space,停車格,noun_phrase,phrase,Class 8,First Semester,U1,p.9,way_to_go_11-b2da2a8c2a55,concept-79d6129d566c,phrase,parking space,parking space,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
ticket,罰單,noun,word,Class 8,First Semester,U1,p.9,way_to_go_11-fc351352b529,concept-7405ae8440a7,word,ticket,ticket,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
break the rule(s),違反規定,verb_phrase,phrase,Class 8,First Semester,U1,p.9,way_to_go_11-acbf315c7317,concept-05ab7ed02e8e,phrase,break the rule(s),break the rule(s),en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
return,返回,verb,word,Class 8,First Semester,U1,p.9,way_to_go_11-5568584ed0a8,concept-f85d1cb6342e,word,return,return,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
look for,尋找,verb_phrase,phrase,Class 8,First Semester,U1,p.9,way_to_go_11-cf72471a6bd3,concept-f795afca318b,phrase,look for,look for,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
find → found → found,找到；發現,verb,irregular_verb,Class 8,First Semester,U1,p.9,way_to_go_11-77e565dcf4b4,concept-da4fdc7e216a,verb_forms,find,find,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,find,found,found,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
full,滿的,adjective,word,Class 8,First Semester,U1,p.9,way_to_go_11-0d930c8169f9,concept-a0a0b16ed2a2,word,full,full,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
quickly,快地；迅速地,adverb,word,Class 8,First Semester,U1,p.9,way_to_go_11-5d3b2f831ebc,concept-055fa9d8dc2d,word,quickly,quickly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
happily,快樂地,adverb,word,Class 8,First Semester,U1,p.9,way_to_go_11-ed00a9979bed,concept-f8e14c7f77d4,word,happily,happily,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
What's up? = What happened?,怎麼了；什麼事？,phrase,synonym_expression,Class 9,First Semester,U2,p.10,way_to_go_11-81eaa14d5952,concept-9cf778bea1bf,word_relation,What's up?,What's up?|What happened?,equivalent_choice|accepted_answer,What's up? = What happened?,怎麼了；什麼事？,source_phrase,,,,,,equivalent,What's up?|What happened?,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
for sure,無疑；肯定,adverb_phrase,phrase,Class 9,First Semester,U2,p.10,way_to_go_11-f4f8674c0356,concept-9a97b112985b,phrase,for sure,for sure,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
if,是否,conjunction,word,Class 9,First Semester,U2,p.10,way_to_go_11-c3cba4232797,concept-e5cbe6e87411,word,if,if,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
school fair,學校園遊會,noun_phrase,phrase,Class 9,First Semester,U2,p.10,way_to_go_11-f257330a0931,concept-3775a397a695,phrase,school fair,school fair,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
town,城；鎮,noun,word,Class 9,First Semester,U2,p.10,way_to_go_11-7c41321bf548,concept-15c4cd41574e,word,town,town,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
promise,保證,verb,word,Class 9,First Semester,U2,p.10,way_to_go_11-40dfabc4f54b,concept-58d00497a5bb,word,promise,promise,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
mow the lawn,修剪草皮,verb_phrase,phrase,Class 9,First Semester,U2,p.10,way_to_go_11-e5802d27f0f6,concept-01ed572f2048,phrase,mow the lawn,mow the lawn,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
go skateboarding,玩滑板,verb_phrase,phrase,Class 9,First Semester,U2,p.10,way_to_go_11-8ab60008cd8e,concept-eeef295cd046,phrase,go skateboarding,go skateboarding,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
rest,休息；放鬆,verb,word,Class 9,First Semester,U2,p.10,way_to_go_11-0ad8ce818d4f,concept-2740f6f762fd,word,rest,rest,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
babysit → babysat → babysat,當臨時保母,verb,irregular_verb,Class 9,First Semester,U2,p.10,way_to_go_11-5e109293fbe8,concept-1fb91ef70a6e,verb_forms,babysit,babysit,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,babysit,babysat,babysat,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
as soon as I can,我盡快,phrase,phrase,Class 9,First Semester,U2,p.10,way_to_go_11-e19680416d5e,concept-45a0b5233cbc,phrase,as soon as I can,as soon as I can,en_zh_choice|zh_en_choice|listening,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
gain,增加,verb,word,Class 9,First Semester,U2,p.10,way_to_go_11-7228ce4d781d,concept-2cb4dac47c44,word,gain,gain,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
leave → left → left,留下,verb,irregular_verb,Class 10,First Semester,U2,p.11,way_to_go_11-2d9b161c3bfb,concept-89ae4585e15b,verb_forms,leave,leave,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,leave,left,left,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
go on a picnic,去野餐,verb_phrase,phrase,Class 10,First Semester,U2,p.11,way_to_go_11-24757a2a0af2,concept-4ed903d448ce,phrase,go on a picnic,go on a picnic,en_zh_choice|zh_en_choice|listening,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
go sailing,去航行,verb_phrase,phrase,Class 10,First Semester,U2,p.11,way_to_go_11-30fe82ec4ff0,concept-2a0366b4fee3,phrase,go sailing,go sailing,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
do the laundry,洗衣服,verb_phrase,phrase,Class 10,First Semester,U2,p.11,way_to_go_11-ed2fcd899359,concept-8b65a7f64165,phrase,do the laundry,do the laundry,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
vacuum,用吸塵器吸,verb,word,Class 10,First Semester,U2,p.11,way_to_go_11-2899ccdabf89,concept-512e24fc0cd6,word,vacuum,vacuum,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
rug,小地毯,noun,word,Class 10,First Semester,U2,p.11,way_to_go_11-2f16e99de478,concept-2d32d8046bac,word,rug,rug,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
chore,家事,noun,word,Class 10,First Semester,U2,p.11,way_to_go_11-b3cb38baef4c,concept-578acce2f93d,word,chore,chore,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
allowance,零用錢,noun,word,Class 10,First Semester,U2,p.11,way_to_go_11-0ea8c83180dd,concept-087440a27e75,word,allowance,allowance,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
trash / garbage,垃圾,noun,synonym_expression,Class 10,First Semester,U2,p.11,way_to_go_11-693ba410c612,concept-7a85362e9552,word_relation,trash,trash|garbage,equivalent_choice|accepted_answer,,,missing,,,,,,equivalent,trash|garbage,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
spirit,心態；態度,noun,word,Class 10,First Semester,U2,p.11,way_to_go_11-98fd47c09278,concept-33f22175bd14,word,spirit,spirit,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
positive,肯定的；正面的,adjective,word,Class 10,First Semester,U2,p.11,way_to_go_11-d25843bd243b,concept-8565dfb7d839,word,positive,positive,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
forever,永遠,adverb,word,Class 10,First Semester,U2,p.11,way_to_go_11-a0f4b6987e21,concept-e10c3f1969db,word,forever,forever,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
a list of,一列……的清單,phrase,phrase,Class 10,First Semester,U2,p.11,way_to_go_11-9d12ff36ea3a,concept-33f24471a6ad,phrase,a list of,a list of,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
That's the spirit.,這就對了。,phrase,phrase,Class 10,First Semester,U2,p.11,way_to_go_11-8e472ff93b2c,concept-6df86a798ea8,phrase,That's the spirit.,That's the spirit.,en_zh_choice|zh_en_choice|listening,That's the spirit.,這就對了。,source_phrase,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
"The sooner <S1> <V1>, the sooner <S2> <V2>.",S1 越快 V1，S2 就能越快 V2。,grammar_form,grammar_form,Class 10,First Semester,U2,p.11,way_to_go_11-c9b99318102c,concept-4efa405e6820,grammar_pattern,,,grammar_choice|grammar_cloze,"The sooner you start, the sooner you will finish.",你越早開始，就能越早完成。,draft,,,,,,,,,,"The sooner you start, ________ you will finish.",the sooner,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
answer,接（電話）；應（門）,verb,word,Class 11,First Semester,U2,p.12,way_to_go_11-bbd130e8726d,concept-2ee51b48c1d5,word,answer,answer,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
drunk,酒醉的,adjective,word,Class 11,First Semester,U2,p.12,way_to_go_11-2a299d5bc54f,concept-bbb9a7c159a1,word,drunk,drunk,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
don't / doesn't / didn't have to + <Vr>,不須,grammar_form,grammar_form,Class 11,First Semester,U2,p.12,way_to_go_11-a6f01fcfd9f8,concept-719217c60105,grammar_pattern,,,grammar_choice|grammar_cloze,You don't have to hurry.,你不必急。,draft,,,,,,,,,,You ________ hurry.,don't have to,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
mustn't <Vr>,不准,grammar_form,grammar_form,Class 11,First Semester,U2,p.12,way_to_go_11-94ccc7ad099c,concept-8713486b80e1,grammar_pattern,,,grammar_choice|grammar_cloze,You mustn't touch that.,你不准碰那個。,draft,,,,,,,,,,You ________ touch that.,mustn't,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
may <Vr>,可能,modal,grammar_form,Class 11,First Semester,U2,p.12,way_to_go_11-e5c9a7abd4a3,concept-36a389c952a4,grammar_pattern,,,grammar_choice|grammar_cloze,She may come later.,她可能晚一點來。,draft,,,,,,,,,,She ________ come later.,may,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
must <Vr>,一定得做某事；八成……,modal,grammar_form,Class 11,First Semester,U2,p.12,way_to_go_11-ffef34dd86a5,concept-f9feef079495,grammar_pattern,,,grammar_choice|grammar_cloze,You must wear a helmet.,你一定得戴安全帽。,draft,,,,,,,,,,You ________ wear a helmet.,must,Yes,文法模板需以實際例句設定填空題答案；例句與填空為自動補強草稿，請依教材頁面確認後再啟用測驗,existing_csv,way_to_go_11_vocabulary_import.csv,,
meeting,會議,noun,word,Class 12,First Semester,U2,p.13,way_to_go_11-1e64e9d945c5,concept-40e1d13ae163,word,meeting,meeting,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
wonder = want to know,想知道,verb,synonym_expression,Class 12,First Semester,U2,p.13,way_to_go_11-b9cde7a97053,concept-a04ee5cf67db,word_relation,wonder,wonder|want to know,equivalent_choice|accepted_answer,,,missing,,,,,,equivalent,wonder|want to know,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
start,開始；發動,verb,word,Class 12,First Semester,U2,p.13,way_to_go_11-1b02241bdcdc,concept-5be2706c8930,word,start,start,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
come back from <place>,從（某地）回來,verb_phrase,phrase,Class 12,First Semester,U2,p.13,way_to_go_11-1e5f4d3d5143,concept-ad47ce567641,phrase,,come back from <place>,en_zh_choice|grammar_cloze,,,missing,,,,,,,,,,,,Yes,包含代號，需補實際例句後才能使用發音與填空題,existing_csv,way_to_go_11_vocabulary_import.csv,,
anywhere,在任何地方,adverb,word,Class 12,First Semester,U2,p.13,way_to_go_11-31a8e09b7b32,concept-765daaaad1fb,word,anywhere,anywhere,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
must have + <Vpp>,一定已經做某事,grammar_form,grammar_form,Class 12,First Semester,U2,p.13,,,grammar_pattern,,must have + <Vpp>,grammar_choice|grammar_cloze,She may have missed the bus.,她可能錯過公車了。,draft,,,,,,,,,,She ________ missed the bus.,may have,Yes,已拆出 must 語意；仍需教材例句確認。,existing_csv,way_to_go_11_vocabulary_import.csv,,
may / might have + <Vpp>,可能已經做某事,grammar_form,grammar_form,Class 12,First Semester,U2,p.13,way_to_go_11-7170652d007e,concept-0434f0a2719e,grammar_pattern,,may / might have + <Vpp>,grammar_choice|grammar_cloze,She may have missed the bus.,她可能錯過公車了。,draft,,,,,,,,,,She ________ missed the bus.,may have,Yes,已拆出 may / might 語意；仍需教材例句確認。,existing_csv,way_to_go_11_vocabulary_import.csv,,
ring → rang → rung,發出鈴聲,verb,irregular_verb,Class 13,First Semester,U2,p.14,way_to_go_11-187095b5a860,concept-9f33bb059fda,verb_forms,ring,ring,en_zh_choice|verb_form_choice|verb_form_input|listening,,,missing,ring,rang,rung,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
asleep,睡著的,adjective,word,Class 13,First Semester,U2,p.14,way_to_go_11-1e82c3e722bc,concept-ad7f40e882a2,word,asleep,asleep,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
awake,清醒的,adjective,word,Class 13,First Semester,U2,p.14,way_to_go_11-d40832aa7dd0,concept-92242fd9335e,word,awake,awake,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
left,剩下的；留下的,adjective,word,Class 13,First Semester,U2,p.14,way_to_go_11-4340d8c5b87e,concept-4663b70267c2,word,left,left,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
couple,一對（情侶；夫妻）,noun,word,Class 13,First Semester,U2,p.14,way_to_go_11-6c49ffcef1af,concept-de25a50a9c2a,word,couple,couple,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
driving test,駕駛考試,noun_phrase,phrase,Class 13,First Semester,U2,p.14,way_to_go_11-95ef1b3c934f,concept-ee14d22ad391,phrase,driving test,driving test,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
doorbell,門鈴,noun,word,Class 13,First Semester,U2,p.14,way_to_go_11-8dd80fa7d55b,concept-237137a0a24a,word,doorbell,doorbell,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
noise,噪音,noun,word,Class 13,First Semester,U2,p.14,way_to_go_11-9c797c55d9ca,concept-7e82cea16f8e,word,noise,noise,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
fair,公平的；公正的,adjective,word,Class 13,First Semester,U2,p.14,way_to_go_11-173f6f4ac632,concept-096c756d9ffc,word,fair,fair,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
cycling,騎腳踏車運動,noun,word,Class 13,First Semester,U2,p.14,way_to_go_11-d497049bd5be,concept-206e3a5f3489,word,cycling,cycling,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
superstitious,迷信的,adjective,word,Class 14,First Semester,U2,p.15,way_to_go_11-f613f7255f56,concept-12702762dc4d,word,superstitious,superstitious,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
superstition,迷信,noun,word,Class 14,First Semester,U2,p.15,way_to_go_11-73bde0a555fd,concept-e05c4d2ef03a,word,superstition,superstition,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
ladder,梯子,noun,word,Class 14,First Semester,U2,p.15,way_to_go_11-b0f21fbc2218,concept-c9735f0ac1ba,word,ladder,ladder,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
